Year,Agric,Food,Soda,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,Hlth,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach,ElcEq,Autos,Aero,Ships,Guns,Gold,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other
194002.00,-4.17,0.84,-99.99,2.89,1.81,9.04,-1.14,-0.44,1.50,1.06,-99.99,-0.59,1.55,2.68,5.62,0.18,-2.25,-3.00,5.31,-99.99,0.93,-0.06,2.26,2.96,0.91,-99.99,-99.99,0.23,5.16,0.94,-1.24,1.04,8.13,3.73,3.31,-99.99,-1.59,-5.76,2.09,3.18,1.47,4.10,2.49,3.06,0.32,0.53,-1.46,0.49,2.01
194003.00,1.78,2.41,-99.99,4.44,0.63,10.88,0.22,2.43,0.30,-1.58,-99.99,4.28,1.83,2.43,-2.10,1.38,1.20,1.89,0.69,-99.99,3.28,4.37,3.42,2.82,0.34,-99.99,-99.99,1.75,2.07,1.71,1.74,1.16,-2.73,3.45,-1.91,-99.99,3.14,1.16,-1.09,-0.57,3.23,4.98,3.03,6.74,1.89,-1.42,2.72,5.76,2.97
194004.00,3.77,1.59,-99.99,-0.81,2.15,-3.30,-7.97,2.12,1.41,2.93,-99.99,-0.14,-0.32,0.72,5.20,-2.01,-0.70,-6.12,0.71,-99.99,0.17,-2.24,-0.78,-0.21,-0.52,-99.99,-99.99,-1.25,1.80,0.16,-1.35,0.33,-1.67,1.62,-4.34,-99.99,5.69,3.63,16.37,6.30,-0.08,-2.03,-0.13,0.80,0.18,0.46,-7.70,-3.14,-1.46
194005.00,-19.39,-22.15,-99.99,-28.19,-17.72,-29.76,-32.28,-34.81,-22.63,-20.56,-99.99,-16.08,-21.36,-19.35,-22.67,-27.88,-29.11,-38.04,-22.57,-99.99,-23.93,-21.26,-26.11,-17.33,-24.07,-99.99,-99.99,-20.33,-27.98,-24.44,-19.94,-14.13,-28.70,-30.31,-20.27,-99.99,-24.56,-18.47,-36.04,-25.05,-23.73,-30.74,-24.36,-23.64,-29.57,-23.70,-7.82,-22.29,-33.56
194006.00,-2.98,5.32,-99.99,4.33,5.95,4.86,7.00,8.32,11.29,10.52,-99.99,-1.53,5.12,3.80,-3.44,7.24,6.00,36.91,4.01,-99.99,6.33,5.64,8.37,-10.60,10.46,-99.99,-99.99,0.66,15.05,5.58,17.43,8.72,0.64,4.17,-1.27,-99.99,-3.62,-4.49,2.03,6.87,12.35,12.26,9.05,4.54,1.29,12.54,0.00,11.25,11.37
194007.00,1.20,0.56,-99.99,10.21,-1.64,13.27,-0.19,3.84,4.70,-4.67,-99.99,0.49,-0.55,2.93,13.83,5.39,9.72,-3.80,4.24,-99.99,5.70,6.08,5.83,5.83,2.80,-99.99,-99.99,0.31,1.84,3.21,0.08,1.97,-4.61,8.03,2.66,-99.99,9.28,1.04,8.23,2.73,4.12,0.85,4.46,2.49,4.37,7.30,5.32,3.65,6.42
194008.00,1.09,1.11,-99.99,1.70,1.23,7.21,2.63,-3.38,-4.05,2.26,-99.99,-1.44,-2.31,2.67,5.56,5.19,5.15,-0.05,2.74,-99.99,1.54,2.58,7.22,6.19,1.49,-99.99,-99.99,1.11,3.17,1.40,-1.04,-0.36,16.13,0.66,2.82,-99.99,8.04,6.97,3.26,1.70,3.64,-1.09,2.96,-0.09,4.50,-1.33,-6.53,1.56,5.07
194009.00,6.17,1.89,-99.99,4.34,2.38,7.56,2.60,1.49,5.04,3.27,-99.99,2.62,4.67,3.23,2.00,6.04,4.01,1.96,5.57,-99.99,6.91,3.83,2.93,-0.15,8.53,-99.99,-99.99,5.95,6.76,-2.35,-2.19,1.66,11.30,2.41,8.02,-99.99,5.84,3.07,1.12,1.48,2.54,12.48,3.21,3.84,-0.94,1.39,58.71,-1.04,7.30
194010.00,3.51,-1.28,-99.99,-1.09,-3.24,4.35,10.88,6.05,-8.92,0.00,-99.99,1.95,-3.14,-0.57,0.00,4.01,2.28,12.43,12.82,-99.99,8.62,1.94,4.33,5.19,6.32,-99.99,-99.99,4.39,1.45,6.36,3.82,1.61,5.90,3.11,3.23,-99.99,9.69,3.38,1.10,-0.89,4.90,0.12,0.06,1.55,2.22,8.15,-4.80,11.94,-0.61
194011.00,2.11,-0.87,-99.99,7.35,-2.51,1.04,9.26,-1.34,0.21,-0.18,-99.99,1.86,-1.93,-5.11,5.23,-0.42,-2.39,-10.49,1.73,-99.99,0.35,-4.29,-0.55,2.96,1.44,-99.99,-99.99,7.02,-2.84,0.91,-13.06,0.61,8.26,-2.29,-2.30,-99.99,-7.60,4.73,-3.40,-3.91,-2.79,-6.42,-2.21,6.74,4.43,3.19,-28.99,-7.48,-0.94
194012.00,0.24,0.91,-99.99,-0.03,0.62,-4.12,9.73,-3.18,2.52,-0.17,-99.99,-0.28,-0.23,1.94,-1.94,-2.59,-1.81,-0.05,1.62,-99.99,0.88,0.07,-3.14,-0.63,1.66,-99.99,-99.99,0.11,14.05,2.19,1.76,2.04,-3.14,-0.36,2.63,-99.99,-4.03,-2.43,0.27,-0.42,1.03,-8.41,0.58,-3.21,-5.01,-2.04,18.33,-0.98,-3.00
194101.00,-7.80,-1.00,-99.99,-2.82,1.16,-2.84,-1.87,3.16,-2.36,3.98,-99.99,8.50,-2.52,-6.78,1.32,-2.46,-5.59,-9.91,-9.95,-99.99,-6.10,-2.70,-9.54,-6.75,-6.97,-99.99,-99.99,-2.01,-8.81,-2.06,-2.16,-2.10,-2.32,-0.70,-0.15,-99.99,1.98,-4.32,-4.48,-2.43,-1.54,1.41,-3.74,0.87,-0.62,-2.07,13.00,-1.68,3.83
194102.00,-0.44,-2.82,-99.99,-3.74,-2.32,-0.58,0.65,-0.70,-4.64,-2.95,-99.99,-3.33,-4.74,-2.40,-0.65,-0.96,-2.45,-3.80,-1.54,-99.99,-2.58,-0.25,1.51,-0.54,-2.67,-99.99,-99.99,-1.12,-1.79,-0.68,-1.20,-2.23,-8.76,-1.40,-0.53,-99.99,1.01,-0.75,-1.75,-0.95,0.13,-4.48,-2.50,-2.21,1.57,-2.54,-11.51,-2.76,-2.83
194103.00,2.37,2.25,-99.99,0.80,-2.76,6.47,1.00,4.76,4.75,0.40,-99.99,3.37,1.72,1.70,5.33,3.59,-1.90,-0.48,-0.54,-99.99,0.39,-0.77,-1.52,0.10,3.42,-99.99,-99.99,1.64,1.41,3.76,-3.33,1.78,3.33,0.03,3.27,-99.99,-2.06,3.41,-3.58,1.31,2.67,-1.12,1.21,3.02,-1.99,6.47,25.01,-0.88,-2.33
194104.00,-3.06,-4.13,-99.99,-8.58,-3.84,-10.17,-2.52,-2.67,-4.42,-1.76,-99.99,-1.43,-5.36,-3.77,-9.18,-8.11,-5.00,-14.00,-7.43,-99.99,-7.57,-9.31,-10.40,-4.78,-8.21,-99.99,-99.99,-6.20,-3.39,1.45,-9.61,-6.35,-1.10,-5.14,-7.34,-99.99,-1.67,-8.70,-12.71,-6.93,-2.90,-1.37,-5.32,-1.24,-7.69,-5.75,-28.40,-8.10,-8.50
194105.00,-4.64,-0.53,-99.99,6.04,-2.97,1.89,-5.11,-2.35,-1.54,-1.31,-99.99,3.05,-1.61,3.66,7.67,-0.61,-0.24,-0.66,6.02,-99.99,4.37,-0.96,0.45,4.39,8.43,-99.99,-99.99,3.03,-0.67,5.52,-4.43,0.40,-3.95,-0.56,3.68,-99.99,-0.53,-1.42,2.79,-1.81,-1.44,-3.13,2.36,0.61,-7.19,3.06,-3.91,1.89,-0.48
194106.00,10.82,3.83,-99.99,8.72,10.15,7.72,9.50,-3.15,12.05,3.13,-99.99,2.76,6.87,6.73,3.96,5.91,6.84,4.12,5.62,-99.99,6.05,11.83,3.64,5.21,6.06,-99.99,-99.99,6.00,17.67,5.10,3.94,5.04,18.10,5.77,5.48,-99.99,0.68,11.83,8.40,6.41,3.79,8.05,5.05,4.89,2.78,8.24,18.61,2.92,13.69
194107.00,8.26,6.20,-99.99,12.54,2.67,-6.16,15.43,5.04,4.34,8.45,-99.99,16.00,7.74,5.91,1.59,9.59,6.55,32.70,7.57,-99.99,8.56,0.28,4.68,9.58,5.73,-99.99,-99.99,7.59,22.86,10.94,5.33,-0.38,7.49,5.31,6.29,-99.99,7.75,4.19,16.10,8.81,6.73,18.98,4.57,5.53,3.55,11.62,15.83,10.25,6.04
194108.00,1.32,1.36,-99.99,11.22,-0.74,1.25,13.55,-2.45,0.74,-0.27,-99.99,-1.45,0.14,-0.60,0.31,-0.52,0.36,-5.40,-1.55,-99.99,-0.12,1.39,2.33,1.83,-2.86,-99.99,-99.99,0.10,-1.95,-3.48,-2.06,1.06,-1.87,-1.89,-1.95,-99.99,1.19,0.18,-0.35,-2.29,-0.66,2.20,2.39,1.99,-0.82,2.10,0.80,0.45,2.62
194109.00,4.43,2.84,-99.99,-1.11,0.46,-6.79,-0.05,-4.99,-1.47,0.58,-99.99,-0.41,-0.20,-2.09,-7.94,-0.80,-1.61,-11.68,-5.09,-99.99,-2.77,-2.00,3.92,-3.00,-5.30,-99.99,-99.99,-3.33,-5.87,-0.60,-2.85,0.25,-1.88,-0.22,1.17,-99.99,-2.14,3.03,-2.45,1.15,-3.57,-3.37,0.52,-2.50,0.36,1.65,-10.63,0.21,1.07
194110.00,-4.25,-4.64,-99.99,-1.34,-13.04,-11.56,-1.50,-9.35,-3.66,-3.86,-99.99,-2.50,-3.73,-6.35,-0.69,-4.16,-11.06,-10.48,-5.82,-99.99,-7.33,-12.42,-7.88,-4.05,-7.98,-99.99,-99.99,-7.48,-5.97,2.28,-9.68,-2.72,-5.14,-7.52,-2.81,-99.99,-6.27,-6.91,-7.59,-6.36,-2.59,-8.69,-5.20,-2.27,-5.99,-5.07,-7.14,-6.72,-3.41
194111.00,5.73,-1.17,-99.99,0.67,-9.61,9.23,2.19,-5.56,-3.90,-1.03,-99.99,-0.56,-3.02,0.61,6.25,-2.92,-0.46,0.83,-2.23,-99.99,-3.06,-2.35,-3.42,1.65,-3.68,-99.99,-99.99,0.64,-1.78,3.18,-6.68,-4.03,-8.78,-3.58,-1.20,-99.99,-10.02,-0.66,-6.64,-8.56,-2.18,0.48,-4.60,-1.63,-1.81,-3.55,-23.62,-2.25,-4.60
194112.00,-1.23,-5.51,-99.99,-6.45,-0.93,-24.63,-2.09,-15.44,-6.79,-0.97,-99.99,-8.16,-1.33,0.79,-17.81,-7.11,0.17,-13.64,6.79,-99.99,0.89,0.45,-12.87,0.17,2.46,-99.99,-99.99,-2.40,-4.32,-11.17,-7.48,-8.59,-24.05,-15.58,-6.35,-99.99,-1.33,6.24,-0.92,-13.27,-5.80,-5.62,-9.90,-6.38,-17.26,0.52,2.39,-0.96,-9.91
194201.00,-9.87,0.48,-99.99,5.63,6.78,4.95,5.34,16.61,-3.59,10.79,-99.99,9.44,-3.43,-8.00,9.58,6.90,2.90,3.84,0.27,-99.99,4.23,2.50,6.41,-6.48,4.95,-99.99,-99.99,6.08,3.36,-1.68,4.09,-1.37,22.63,13.85,-1.37,-99.99,9.97,-3.62,4.41,6.62,12.33,1.77,0.59,3.42,9.85,-5.28,7.57,10.67,10.90
194202.00,-17.73,-5.81,-99.99,-1.71,-4.30,-4.72,1.32,4.82,-4.64,-2.13,-99.99,-1.29,-5.52,-4.98,2.66,-0.74,-1.30,-4.73,-0.50,-99.99,-2.57,-2.83,5.39,1.16,-1.00,-99.99,-99.99,-2.09,-0.65,-5.88,-2.45,-0.57,4.05,-3.92,-2.06,-99.99,4.29,-2.07,-2.01,-0.79,-2.66,4.21,-2.03,-0.18,1.77,-1.52,0.56,-0.23,-3.97
194203.00,3.85,-8.08,-99.99,-4.71,-13.19,-8.08,-4.12,1.09,-2.21,-2.57,-99.99,1.96,-5.86,-8.19,-4.55,-3.55,-3.80,-7.73,-4.52,-99.99,-6.25,-6.39,1.47,-1.88,-4.53,-99.99,-99.99,-11.19,-3.12,-8.29,-12.13,-6.91,-4.79,-2.25,-2.61,-99.99,1.77,-9.40,-5.10,-4.64,-9.54,-1.23,-7.25,-1.66,-3.74,-9.72,-0.95,-6.81,-3.86
194204.00,-6.54,-2.09,-99.99,-6.69,-5.45,-7.69,-5.57,-6.96,1.66,-9.69,-99.99,-2.91,-4.52,-1.85,3.97,-5.88,-4.06,-4.59,-7.36,-99.99,-5.03,-4.00,-4.17,-11.39,-8.83,-99.99,-99.99,-4.50,-6.94,-3.53,-3.42,-7.32,-2.70,0.26,-0.28,-99.99,-4.44,-4.72,-6.86,-3.21,-0.86,-7.42,-5.90,-3.76,0.58,-5.96,-2.44,-1.29,-1.63
194205.00,4.60,7.86,-99.99,9.85,13.12,11.31,9.37,1.92,0.64,2.34,-99.99,2.04,15.27,4.67,0.76,6.68,5.94,6.44,-2.91,-99.99,3.93,8.42,10.36,-4.44,-2.35,-99.99,-99.99,5.10,-0.68,6.86,8.40,7.72,5.80,4.48,4.56,-99.99,6.59,8.56,1.89,4.97,0.88,5.09,12.02,0.58,12.08,11.17,3.14,2.23,4.60
194206.00,0.64,4.78,-99.99,2.79,2.12,8.74,3.05,6.28,3.93,3.03,-99.99,3.79,2.82,4.95,0.78,1.79,2.34,2.89,3.47,-99.99,3.67,2.85,1.60,0.99,-2.51,-99.99,-99.99,3.93,1.58,4.45,1.70,-2.23,-2.77,5.64,8.74,-99.99,-0.35,8.51,3.92,2.54,1.21,1.31,2.58,1.22,1.86,1.81,-0.57,2.35,2.56
194207.00,5.00,1.72,-99.99,7.32,1.96,2.51,9.26,5.95,4.72,3.80,-99.99,6.14,1.42,1.00,10.77,5.59,3.57,4.52,3.81,-99.99,3.26,1.33,2.36,4.49,6.47,-99.99,-99.99,4.87,6.82,6.04,-0.44,4.48,-0.14,3.70,3.85,-99.99,7.75,1.35,5.59,-0.50,7.38,10.76,4.74,12.13,5.45,6.06,0.38,5.07,1.49
194208.00,-0.51,1.87,-99.99,7.39,-2.40,3.92,-0.09,1.27,0.93,1.30,-99.99,14.35,1.95,1.00,2.08,2.90,-0.12,-4.98,1.40,-99.99,-0.21,1.79,2.62,5.82,4.17,-99.99,-99.99,-0.19,0.46,3.57,0.80,2.49,-1.16,4.89,1.58,-99.99,4.15,-4.39,-1.75,1.57,3.71,2.81,1.67,2.90,2.85,-0.21,-4.47,2.33,-0.93
194209.00,-1.31,0.87,-99.99,4.95,-3.52,-3.37,4.14,4.98,1.80,1.76,-99.99,0.65,0.24,4.72,7.64,3.61,3.32,12.57,1.43,-99.99,3.59,5.30,2.85,4.51,2.55,-99.99,-99.99,1.13,4.91,2.34,5.83,2.04,8.36,-0.93,0.86,-99.99,6.87,8.08,2.19,0.78,4.26,1.79,0.62,1.69,2.19,2.40,9.71,1.99,5.13
194210.00,3.71,4.49,-99.99,-0.59,5.45,7.46,6.77,28.88,7.04,2.29,-99.99,9.27,3.91,6.63,2.90,5.63,6.27,19.42,6.80,-99.99,7.49,7.10,6.07,7.17,7.34,-99.99,-99.99,9.86,5.79,9.66,15.15,6.19,7.64,4.58,6.20,-99.99,10.69,2.52,7.45,4.98,8.67,4.36,0.46,4.77,2.68,5.39,-10.95,21.81,0.33
194211.00,12.13,4.32,-99.99,0.22,-1.25,-3.70,-1.69,0.06,-0.87,-1.70,-99.99,1.01,1.61,0.66,2.82,3.20,2.36,3.13,-6.99,-99.99,-1.19,0.97,-0.34,-10.61,-7.59,-99.99,-99.99,-2.11,-7.25,0.99,-1.31,2.63,9.25,0.39,3.86,-99.99,2.84,4.73,1.28,0.80,-3.64,1.87,6.81,4.28,13.07,-0.56,4.45,-6.78,7.07
194212.00,7.79,3.35,-99.99,4.84,6.25,0.98,7.94,6.02,-0.45,7.92,-99.99,5.25,8.86,6.07,5.73,5.78,6.63,5.79,3.69,-99.99,8.15,6.66,8.98,1.74,5.26,-99.99,-99.99,5.43,1.48,7.54,4.36,0.35,2.95,-1.32,5.22,-99.99,7.21,4.69,21.78,2.65,3.54,9.36,2.66,-2.74,1.56,7.63,-9.34,9.02,2.13
194301.00,2.10,8.71,-99.99,7.43,12.28,12.62,1.86,21.36,6.63,6.66,-99.99,15.14,1.90,4.59,10.84,8.94,6.28,23.05,9.45,-99.99,5.48,11.92,5.10,10.33,12.39,-99.99,-99.99,8.50,10.55,6.36,14.70,3.78,9.57,12.11,7.04,-99.99,4.22,4.35,4.05,12.07,7.22,4.05,6.87,15.37,2.90,-0.69,23.73,16.73,8.79
194302.00,0.97,4.39,-99.99,5.57,0.34,12.07,11.30,22.11,8.74,7.53,-99.99,-2.20,3.94,2.29,8.15,7.32,7.12,22.90,5.92,-99.99,7.89,4.64,7.78,8.38,10.50,-99.99,-99.99,4.78,11.39,7.87,7.92,8.81,5.28,14.74,5.16,-99.99,3.13,-3.21,4.34,4.00,10.56,11.48,2.86,4.17,6.57,4.62,58.77,14.11,0.58
194303.00,-1.42,4.57,-99.99,9.66,2.97,10.94,25.19,11.18,2.56,4.99,-99.99,14.34,4.10,2.61,3.06,10.09,7.13,8.11,8.35,-99.99,7.02,7.51,5.95,9.51,11.01,-99.99,-99.99,8.76,15.19,6.93,4.67,0.62,32.56,14.05,5.94,-99.99,13.78,7.45,8.48,4.55,9.16,12.47,8.54,9.24,11.50,5.31,-9.57,10.63,6.57
194304.00,-7.96,1.24,-99.99,9.71,1.12,-4.23,1.65,20.59,1.09,-2.11,-99.99,9.55,0.97,-0.80,9.41,1.06,-1.42,5.50,-4.02,-99.99,-0.83,1.36,0.90,1.10,-2.88,-99.99,-99.99,-1.53,12.60,0.85,4.02,4.16,1.57,1.17,-0.42,-99.99,7.90,0.78,-3.83,-0.62,3.47,7.76,1.61,8.60,-3.40,4.44,-0.84,5.03,0.35
194305.00,16.10,6.38,-99.99,3.22,6.32,7.72,11.93,25.01,4.68,4.39,-99.99,8.41,4.95,6.87,6.79,2.50,7.07,5.11,3.35,-99.99,3.32,6.13,6.26,1.07,15.45,-99.99,-99.99,1.53,3.95,5.71,4.55,4.57,15.55,8.27,9.15,-99.99,4.24,4.62,15.48,5.60,4.93,3.71,7.63,4.54,15.36,-0.97,33.45,6.73,7.82
194306.00,6.57,1.08,-99.99,4.19,1.95,-0.35,0.13,-4.86,-0.05,4.87,-99.99,1.03,0.47,0.13,0.00,6.39,4.60,-0.58,-0.84,-99.99,4.93,3.32,5.09,-3.35,-1.59,-99.99,-99.99,-3.87,-6.66,1.27,4.19,2.27,9.56,2.92,2.47,-99.99,0.80,-1.62,1.53,3.37,-0.42,15.52,5.36,1.96,1.22,3.75,-0.74,-2.89,1.01
194307.00,-8.89,0.43,-99.99,-6.59,-3.92,-2.08,-6.70,-8.99,-3.16,0.42,-99.99,-8.94,-2.93,-6.53,-99.99,-8.21,-8.11,-12.95,-5.24,-99.99,-7.97,-8.66,-9.56,-12.21,-12.93,-99.99,-99.99,-2.60,-10.17,-2.78,-0.49,-0.18,10.96,-5.19,-4.83,-99.99,-11.34,-2.26,-5.92,-5.41,-5.87,-9.38,-3.10,4.16,-2.36,-3.97,-12.35,-6.31,-7.82
194308.00,3.31,0.39,-99.99,2.79,1.04,0.71,1.65,11.07,1.00,-0.87,-99.99,-2.14,0.39,0.66,-99.99,3.71,0.37,-1.52,0.26,-99.99,1.92,0.76,3.70,-0.86,1.08,-99.99,-99.99,1.49,2.64,1.08,1.84,0.91,15.61,-2.08,2.37,-99.99,2.09,-2.78,1.32,-1.56,1.50,2.62,3.81,-0.52,0.56,4.42,-1.10,-0.26,5.57
194309.00,4.02,1.89,-99.99,0.97,2.19,1.43,3.22,3.30,5.25,1.89,-99.99,7.03,3.86,2.39,-99.99,5.33,5.37,3.18,1.71,-99.99,2.42,5.75,1.69,0.37,1.52,-99.99,-99.99,0.84,4.30,1.38,3.87,1.45,-4.03,5.25,3.32,-99.99,6.00,4.13,-1.50,5.55,2.55,5.53,2.11,0.13,2.81,1.03,-3.72,0.80,2.82
194310.00,-1.12,-0.22,-99.99,13.55,-2.11,-5.99,-2.86,-0.50,-1.07,-2.00,-99.99,1.88,0.50,-2.19,-99.99,-0.40,-2.07,3.43,1.09,-99.99,-1.22,-4.04,-1.29,-0.66,3.81,-99.99,-99.99,-3.47,0.31,-2.08,0.56,0.73,-2.55,-0.32,-2.43,-99.99,-0.07,-1.92,-1.34,0.47,-0.30,2.27,-2.59,1.25,-2.05,-1.05,6.82,0.25,-0.36
194311.00,-3.51,-4.27,-99.99,-1.85,-6.13,-9.36,-9.83,-15.57,-2.70,-1.88,-99.99,-3.59,-3.95,-5.01,-99.99,-4.84,-5.68,-10.71,-7.24,-99.99,-7.22,-6.87,-5.70,-13.13,-7.91,-99.99,-99.99,-4.29,-11.90,-6.88,-8.38,-1.74,-3.07,-5.68,-5.22,-99.99,-7.63,-5.25,-7.05,-6.95,-8.97,-8.70,-4.41,-2.72,-3.27,-11.81,-9.26,-8.81,-4.91
194312.00,8.45,5.26,-99.99,12.48,6.20,14.29,11.10,16.74,5.12,3.78,-99.99,13.22,3.42,3.27,-99.99,8.25,7.05,6.90,4.21,-99.99,11.50,8.02,8.45,9.23,13.69,-99.99,-99.99,3.62,10.00,7.17,7.41,3.14,10.62,7.86,6.92,-99.99,14.25,7.93,6.24,6.68,7.27,11.13,6.86,2.64,6.46,12.25,19.26,7.96,5.50
194401.00,4.90,3.25,-99.99,1.17,6.66,8.82,1.63,0.98,2.23,2.53,-99.99,0.56,0.27,0.38,-99.99,3.48,2.58,8.35,3.14,-99.99,2.05,0.85,0.86,3.71,5.45,-99.99,-99.99,3.49,5.90,0.56,-0.33,0.86,13.88,4.95,1.06,-99.99,-0.62,-0.62,1.09,2.82,6.28,-0.37,0.76,2.21,2.89,-4.92,3.07,2.40,1.96
194402.00,-0.90,-0.15,-99.99,-5.42,-1.17,2.70,-1.02,-2.34,-2.66,2.32,-99.99,-3.49,-2.59,-0.74,-99.99,0.86,-1.79,-2.37,0.05,-99.99,-0.26,-3.00,3.69,3.30,0.71,-99.99,-99.99,-0.89,4.65,0.05,1.52,0.88,8.96,1.19,-1.56,-99.99,0.80,1.01,-0.82,-0.27,3.92,1.86,0.99,2.03,-1.15,-0.35,-11.08,2.46,0.54
194403.00,-0.71,2.34,-99.99,13.09,2.39,-2.00,6.69,7.16,1.24,1.58,-99.99,3.29,2.41,2.51,-99.99,5.62,3.81,1.81,1.45,-99.99,1.46,3.32,5.24,-0.56,1.11,-99.99,-99.99,0.06,6.64,1.82,1.79,0.74,-3.40,2.80,5.77,-99.99,8.31,3.31,3.00,3.98,2.49,4.85,2.14,7.38,4.92,3.49,11.26,1.87,0.47
194404.00,-0.89,-2.60,-99.99,-3.53,-0.61,-3.74,-3.99,-4.91,-1.73,-1.77,-99.99,-2.43,-2.35,-1.78,-99.99,0.36,-0.61,-6.04,-2.22,-99.99,-2.85,-1.22,-1.20,-4.55,-3.40,-99.99,-99.99,-2.79,-4.61,-1.33,-0.92,-0.57,-3.50,-0.78,-1.21,-99.99,-3.77,-5.55,6.03,-1.55,-1.98,-4.98,-0.85,-2.81,-4.78,-1.12,-2.56,-1.99,-2.91
194405.00,7.65,5.16,-99.99,4.56,5.19,11.31,6.26,13.84,6.47,3.64,-99.99,5.07,5.71,4.16,-99.99,6.42,6.63,6.10,4.46,-99.99,7.33,3.21,8.19,2.52,9.25,-99.99,-99.99,2.37,9.01,4.93,2.78,2.83,7.18,6.12,3.39,-99.99,10.83,4.60,9.85,8.73,4.58,8.72,4.98,3.94,4.31,1.97,5.04,4.17,10.83
194406.00,4.76,4.69,-99.99,-5.03,8.29,14.47,9.52,26.11,5.25,6.39,-99.99,3.84,3.85,5.72,-99.99,10.28,9.41,26.48,9.64,-99.99,7.14,8.44,8.78,7.83,7.09,-99.99,-99.99,10.16,3.14,0.51,4.91,3.21,11.40,10.58,7.09,-99.99,4.75,3.95,4.70,4.73,3.51,1.91,5.85,10.98,8.11,0.79,11.90,12.50,8.32
194407.00,-2.09,0.24,-99.99,0.34,-0.51,-7.87,-4.25,-3.16,-0.72,-0.86,-99.99,1.46,-1.39,-2.32,-4.65,-3.36,-2.65,-7.16,-2.07,-99.99,-1.78,-1.77,-4.78,-2.08,0.05,-99.99,-99.99,-2.40,6.60,-1.29,0.20,-0.37,7.51,1.25,-1.14,-99.99,-3.62,-2.50,-4.87,-0.17,0.27,1.20,-0.14,-0.74,0.97,1.11,-7.45,-5.05,-3.84
194408.00,3.51,2.07,-99.99,0.46,2.59,9.76,-1.16,16.29,1.84,2.26,-99.99,-3.67,1.01,0.67,4.88,5.66,3.63,8.13,1.86,-99.99,3.66,1.74,3.75,5.21,4.88,-99.99,-99.99,-1.11,-2.79,-1.93,3.66,0.67,0.45,3.49,3.99,-99.99,3.14,0.60,4.80,2.54,0.33,1.93,3.19,2.07,1.87,0.97,15.61,2.12,5.32
194409.00,3.98,0.99,-99.99,2.18,-4.61,-3.93,1.63,-1.90,1.30,1.66,-99.99,3.40,0.27,0.10,-2.16,-0.23,-1.32,-0.39,1.14,-99.99,-0.14,-0.71,0.46,9.91,1.82,-99.99,-99.99,0.18,-3.25,-1.36,-1.53,0.27,-3.26,-0.44,-0.49,-99.99,-0.23,-0.60,-3.08,-1.00,-0.07,8.00,1.57,3.35,0.69,1.11,-4.88,-1.39,-0.93
194410.00,-1.81,0.23,-99.99,0.81,-0.32,-4.09,-0.91,-3.41,-0.62,0.03,-99.99,-1.83,1.25,0.44,3.41,0.65,-1.30,-0.18,-0.26,-99.99,-1.64,0.89,-2.51,1.40,-1.81,-99.99,-99.99,-0.86,0.00,1.89,1.36,0.75,4.75,-0.06,-1.53,-99.99,3.06,2.74,-6.05,-0.42,1.52,2.15,0.38,-0.74,-2.44,5.41,1.97,-0.61,-2.89
194411.00,-2.80,1.63,-99.99,7.29,-0.20,12.20,7.33,5.11,-0.30,-0.99,-99.99,4.96,0.28,-0.67,3.88,4.07,1.47,3.29,1.11,-99.99,1.96,1.62,2.29,3.20,4.23,-99.99,-99.99,5.00,1.62,2.64,-0.40,0.70,4.53,1.41,1.70,-99.99,4.50,0.74,1.77,1.34,4.96,2.01,2.78,4.83,-0.99,-0.25,-4.56,3.26,1.28
194412.00,6.15,2.14,-99.99,3.00,0.51,11.54,7.86,-0.91,4.11,1.45,-99.99,5.72,1.48,2.06,6.54,3.70,3.76,12.20,6.84,-99.99,4.57,4.98,4.16,5.77,6.45,-99.99,-99.99,3.71,13.33,5.05,3.11,0.72,1.48,3.92,2.62,-99.99,1.65,5.73,4.12,2.06,11.29,4.63,2.00,5.98,0.20,-2.34,31.35,7.37,7.74
194501.00,2.52,2.75,-99.99,2.49,2.51,-2.46,-3.30,8.90,1.85,0.23,-99.99,9.11,0.07,2.53,5.42,3.39,4.97,5.64,2.75,-99.99,3.45,0.80,1.45,0.38,0.69,-99.99,-99.99,7.61,0.50,4.97,5.69,-2.11,8.94,8.86,1.58,-99.99,4.31,-1.69,3.24,3.24,-1.26,0.07,-0.05,6.13,5.54,2.69,11.59,1.93,0.61
194502.00,1.66,2.49,-99.99,9.33,6.51,12.12,6.28,5.04,4.44,5.10,-99.99,1.33,4.43,5.57,1.03,4.40,7.53,15.40,9.06,-99.99,5.57,7.82,7.83,9.29,8.58,-99.99,-99.99,6.17,3.01,7.36,6.11,2.85,0.58,7.93,5.21,-99.99,3.28,2.57,6.00,6.15,8.54,5.25,4.50,4.97,2.87,8.25,1.44,12.09,3.42
